"substance";"product";"SCI-Grow";"Reference.SCI-Grow";"Load.Factor.SCI";"BCF";"Reference.BCF";"Load.Factor.BCF";"SoilDT50";"Reference.SoilDT50";"Load.Factor.SoilDT50";"Birds.Acute.LD50.mg.kg";"Reference.Value.Birds";"Load.Factor.Birds";"Mammals.Acute.Oral.LD50.mg.kg.BW.day";"Reference.Value.Mammals";"Load.Factor.Mammals";"Fish.Acute.96hr.LC50.mg.l";"Reference.Value.Fish";"Load.Factor.Fish";"Aquatic.Invertebrates.Acute.48hr.EC50.mg.l";"Reference.Value.Aquatic.Invertebrates";"Load.Factor.Aquatic.Invertebrates";"Algae.Acute.72hr.EC50.Growth.mg.l";"Reference.Value.Algae";"Load.Factor.Algae";"Aquatic.Plants.Acute.7d.EC50.mg.l";"Reference.Value.Aquatic.Plants";"Load.Factor.Aquatic.Plants";"Earthworms.Acute.14d.LC50.mg.kg";"Reference.Value.Earthworms";"Load.Factor.Earthworms";"BeesLD50";"Reference.Value.Bees";"Load.Factor.Bees";"Fish.Chronic.21d.NOEC.mg.l.corrected";"Reference.Value.Fish.Chronic";"Load.Factor.Fish.Chronic";"water.phase.DT50.days";"Aquatic.Invertebrates.Chronic.21d.NOEC.mg.l.correted";"Reference.Value.Aquatic.Invertebrates.Chronic";"Load.Factor.Aquatic.Invertebrates.Chronic";"Earthworms.Chronic.14d.NOEC..Reproduction.mg.kg.corrected";"Reference.Value.Earthworms.Chronic";"Load.Factor.Earthworms.Chronic";"concentration"
"Carfentrazone-ethyl";"30054 12";0,000270429161360288;12,5;20;176;5100;2,5;1;354;2,5;2250;10;1;5000;8;1;1,6;0,00021;30;9,8;0,00015;30;0,012;2e-05;3;0,0057;0,00035;3;820;1;2;200;0,015;100;0,11;0,00015;3;0,1;0,22;0,00015;3;0;0,8;2;5e-04
"Carfentrazone-ethyl";"30054 2";0,000270429161360288;12,5;20;176;5100;2,5;1;354;2,5;2250;10;1;5000;8;1;1,6;0,00021;30;9,8;0,00015;30;0,012;2e-05;3;0,0057;0,00035;3;820;1;2;200;0,015;100;0,11;0,00015;3;0,1;0,22;0,00015;3;0;0,8;2;0,5
"Oxasulfuron";"30056 12";0,0863262349673406;12,5;20;0;5100;2,5;11,1;354;2,5;2250;10;1;5000;8;1;111;0,00021;30;89,4;0,00015;30;0,145;2e-05;3;0,097;0,00035;3;1000;1;2;741;0,015;100;114;0,00015;3;12;14;0,00015;3;0;0,8;2;0,00075
"Oxasulfuron";"30056 2";0,0863262349673406;12,5;20;0;5100;2,5;11,1;354;2,5;2250;10;1;5000;8;1;111;0,00021;30;89,4;0,00015;30;0,145;2e-05;3;0,097;0,00035;3;1000;1;2;741;0,015;100;114;0,00015;3;12;14;0,00015;3;0;0,8;2;0,75
"Atrazin";"30057 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,8
"Triazamat";"30058 1";3,92194621296687e-05;12,5;20;39;5100;2,5;0,25;354;2,5;7,9;10;1;61;8;1;0,43;0,00021;30;0,048;0,00015;30;400;2e-05;3;0;0,00035;3;340;1;2;27;0,015;100;0;0,00015;3;0,3;0;0,00015;3;0;0,8;2;0,14
"Diflufenican";"30059 1";0,0416807809308971;12,5;20;1276;5100;2,5;160,9;354;2,5;2150;10;1;5000;8;1;0,099;0,00021;30;0,24;0,00015;30;0,00025;2e-05;3;0,056;0,00035;3;500;1;2;106,15;0,015;100;0,015;0,00015;3;0;0,052;0,00015;3;0;0,8;2;0,02
"Ioxynil";"30059 1";0,000966438866388854;12,5;20;29;5100;2,5;4;354;2,5;62;10;1;130;8;1;8,5;0,00021;30;3,9;0,00015;30;24;2e-05;3;0,027;0,00035;3;60;1;2;10,1;0,015;100;3,2;0,00015;3;3,5;0,013;0,00015;3;20;0,8;2;0,1
"Isoproturon";"30059 1";0,0486362216225364;12,5;20;177;5100;2,5;12;354;2,5;1401;10;1;1826;8;1;18;0,00021;30;0,58;0,00015;30;0,013;2e-05;3;0,031;0,00035;3;1000;1;2;197,5;0,015;100;1;0,00015;3;40;0,12;0,00015;3;0;0,8;2;0,4
"Cymoxanil";"30060 1";0,00114603044978757;12,5;20;0;5100;2,5;1,05;354;2,5;2945;10;1;760;8;1;29;0,00021;30;27;0,00015;30;0,254;2e-05;3;0,7;0,00035;3;1000;1;2;92,65;0,015;100;0,22;0,00015;3;0,3;0,067;0,00015;3;6,6;0,8;2;0,035
"Kupfer (als Oxysulfat)";"30060 1";0,00565155482155932;12,5;20;0;5100;2,5;0;354;2,5;72,4;10;1;300;8;1;13,2;0,00021;30;2,3;0,00015;30;12,3;2e-05;3;0,145;0,00035;3;155;1;2;23,5;0,015;100;0,97;0,00015;3;0;0,057;0,00015;3;15;0,8;2;0,19
"Cymoxanil";"30060 2";0,00114603044978757;12,5;20;0;5100;2,5;1,05;354;2,5;2945;10;1;760;8;1;29;0,00021;30;27;0,00015;30;0,254;2e-05;3;0,7;0,00035;3;1000;1;2;92,65;0,015;100;0,22;0,00015;3;0,3;0,067;0,00015;3;6,6;0,8;2;0,035
"Kupfer";"30060 2";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,19
"Bacillus thuringiensis kurstaki";"30061 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,105
"Chlortoluron";"30062 1";0,318102380039922;12,5;20;0;5100;2,5;52;354;2,5;272;10;1;10000;8;1;20;0,00021;30;67;0,00015;30;0,024;2e-05;3;0,038;0,00035;3;1000;1;2;188,7;0,015;100;0,4;0,00015;3;42;16,7;0,00015;3;0;0,8;2;0,3
"Pendimethalin";"30062 1";0,00535307472937412;12,5;20;5100;5100;2,5;182,3;354;2,5;1421;10;1;4665;8;1;0,196;0,00021;30;0,147;0,00015;30;0,004;2e-05;3;0,022;0,00035;3;1000;1;2;100,6;0,015;100;0,006;0,00015;3;4;0,0145;0,00015;3;33,45;0,8;2;0,2
"Aclonifen";"30063 1";0,0073611292198144;12,5;20;2896;5100;2,5;89,65;354;2,5;2000;10;1;5000;8;1;0,67;0,00021;30;1,2;0,00015;30;0,47;2e-05;3;0,006;0,00035;3;150;1;2;100;0,015;100;0,005;0,00015;3;4,2;0,016;0,00015;3;45;0,8;2;0,6
"Dicamba";"30064 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,48
"Dicamba";"30065 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,029
"MCPA";"30065 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,3
"Mecoprop-P";"30065 1";0,00441014047091435;12,5;20;3;5100;2,5;5,24;354;2,5;500;10;1;431;8;1;93;0,00021;30;91;0,00015;30;16,2;2e-05;3;1,6;0,00035;3;988;1;2;100;0,015;100;50;0,00015;3;92;22,7;0,00015;3;0;0,8;2;0,125
"Dicamba";"30066 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,0298
"MCPA";"30066 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,363
"Bentazon";"30067 1";0,19073287570851;12,5;20;21;5100;2,5;20;354;2,5;1140;10;1;1400;8;1;100;0,00021;30;100;0,00015;30;10,1;2e-05;3;5,4;0,00035;3;870;1;2;200;0,015;100;48;0,00015;3;80;101;0,00015;3;0;0,8;2;0,48
"Bentazon";"30068 2";0,19073287570851;12,5;20;21;5100;2,5;20;354;2,5;1140;10;1;1400;8;1;100;0,00021;30;100;0,00015;30;10,1;2e-05;3;5,4;0,00035;3;870;1;2;200;0,015;100;48;0,00015;3;80;101;0,00015;3;0;0,8;2;0,87
"Dazomet (DMTT)";"30069 12";0,000137849844639485;12,5;20;3,1;5100;2,5;0,52;354;2,5;415;10;1;415;8;1;0,3;0,00021;30;19;0,00015;30;0,275;2e-05;3;3,5;0,00035;3;6,5;1;2;24;0,015;100;0;0,00015;3;0,45;0;0,00015;3;0;0,8;2;0,00098
"Dazomet (DMTT)";"30069 2";0,000137849844639485;12,5;20;3,1;5100;2,5;0,52;354;2,5;415;10;1;415;8;1;0,3;0,00021;30;19;0,00015;30;0,275;2e-05;3;3,5;0,00035;3;6,5;1;2;24;0,015;100;0;0,00015;3;0,45;0;0,00015;3;0;0,8;2;0,98
"Mepronil";"30070 1";0,0533589128403137;12,5;20;268;5100;2,5;50;354;2,5;8000;10;1;10000;8;1;10;0,00021;30;5;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;100;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,451
"Clomazone";"30071 1";0,323468831323337;12,5;20;40;5100;2,5;85,9;354;2,5;2510;10;1;1369;8;1;15,5;0,00021;30;12,7;0,00015;30;0,136;2e-05;3;34;0,00035;3;78;1;2;85,3;0,015;100;2,3;0,00015;3;0;2,2;0,00015;3;0,8;0,8;2;0,03
"Dimetachlor";"30071 1";0,00867620797976018;12,5;20;75;5100;2,5;6,75;354;2,5;524;10;1;1600;8;1;3,9;0,00021;30;24;0,00015;30;0,0065;2e-05;3;0,035;0,00035;3;70;1;2;250;0,015;100;0,85;0,00015;3;10;2,3;0,00015;3;0;0,8;2;0,1875
"Napropamid";"30071 1";0,199406538266745;12,5;20;98;5100;2,5;189;354;2,5;2250;10;1;4680;8;1;6,6;0,00021;30;14,3;0,00015;30;3,4;2e-05;3;0,24;0,00035;3;282;1;2;100;0,015;100;1,1;0,00015;3;28;4,3;0,00015;3;30;0,8;2;0,1875
"Glufosinat";"30072 1";0,00981743738105719;12,5;20;0;5100;2,5;7,4;354;2,5;2000;10;1;416;8;1;710;0,00021;30;668;0,00015;30;46,5;2e-05;3;1,47;0,00035;3;1000;1;2;472,5;0,015;100;100;0,00015;3;7,2;18;0,00015;3;0;0,8;2;0,2
"Diazinon";"30073 1";0,014245677984486;12,5;20;500;5100;2,5;9,1;354;2,5;1,44;10;1;1139;8;1;3,1;0,00021;30;0,001;0,00015;30;6,4;2e-05;3;0;0,00035;3;65;1;2;0,11;0,015;100;0,7;0,00015;3;4,3;0,00056;0,00015;3;0;0,8;2;0,6
"Bitertanol";"30074 2";0,00815151461062631;12,5;20;170;5100;2,5;15,75;354;2,5;776;10;1;5000;8;1;2,14;0,00021;30;4,46;0,00015;30;1,38;2e-05;3;0;0,00035;3;1000;1;2;152,2;0,015;100;0,0076;0,00015;3;27;0,15;0,00015;3;2,7;0,8;2;0,05
"Captan";"30074 2";0,000298859482915096;12,5;20;140;5100;2,5;0,8;354;2,5;2000;10;1;2000;8;1;0,186;0,00021;30;7,1;0,00015;30;1,18;2e-05;3;12,7;0,00035;3;519;1;2;150;0,015;100;0,18;0,00015;3;0,6;0,56;0,00015;3;12,2;0,8;2;0,5
"Triadimenol";"30075 2";0,526284005285679;12,5;20;21;5100;2,5;193,35;354;2,5;2000;10;1;721;8;1;21,3;0,00021;30;51;0,00015;30;9,6;2e-05;3;0;0,00035;3;390,5;1;2;212,4;0,015;100;3,13;0,00015;3;53;0,1;0,00015;3;100;0,8;2;0,05
"Diazinon";"30076 12";0,014245677984486;12,5;20;500;5100;2,5;9,1;354;2,5;1,44;10;1;1139;8;1;3,1;0,00021;30;0,001;0,00015;30;6,4;2e-05;3;0;0,00035;3;65;1;2;0,11;0,015;100;0,7;0,00015;3;4,3;0,00056;0,00015;3;0;0,8;2;5e-05
"Diazinon";"30076 2";0,014245677984486;12,5;20;500;5100;2,5;9,1;354;2,5;1,44;10;1;1139;8;1;3,1;0,00021;30;0,001;0,00015;30;6,4;2e-05;3;0;0,00035;3;65;1;2;0,11;0,015;100;0,7;0,00015;3;4,3;0,00056;0,00015;3;0;0,8;2;0,05
"Phenmedipham";"30077 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,1571
"Desmedipham";"30078 1";0,0102866128077459;12,5;20;157;5100;2,5;24,6;354;2,5;2000;10;1;2000;8;1;0,25;0,00021;30;0,45;0,00015;30;0,01;2e-05;3;5,2;0,00035;3;79;1;2;37,5;0,015;100;0,2;0,00015;3;1,5;0,01;0,00015;3;2,47;0,8;2;0,016
"Ethofumesat";"30078 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,1279
"Phenmedipham";"30078 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,062
"Benomyl";"30079 2";9,0925466597514e-05;12,5;20;27;5100;2,5;33,9;354;2,5;1000;10;1;10000;8;1;0,17;0,00021;30;0,28;0,00015;30;2;2e-05;3;2,2;0,00035;3;10,5;1;2;10;0,015;100;0,011;0,00015;3;0;0,025;0,00015;3;0;0,8;2;0,5
"Bentazon";"30080 1";0,19073287570851;12,5;20;21;5100;2,5;20;354;2,5;1140;10;1;1400;8;1;100;0,00021;30;100;0,00015;30;10,1;2e-05;3;5,4;0,00035;3;870;1;2;200;0,015;100;48;0,00015;3;80;101;0,00015;3;0;0,8;2;0,48
"Gibberellin A3";"30081 12";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;9,5e-05
"Gibberellin A3";"30081 3";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,0095
"Phenmedipham";"30082 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,157
"Ethofumesat";"30083 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,1
"Phenmedipham";"30083 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,08
"Phenmedipham";"30084 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,157
"Desmedipham";"30085 1";0,0102866128077459;12,5;20;157;5100;2,5;24,6;354;2,5;2000;10;1;2000;8;1;0,25;0,00021;30;0,45;0,00015;30;0,01;2e-05;3;5,2;0,00035;3;79;1;2;37,5;0,015;100;0,2;0,00015;3;1,5;0,01;0,00015;3;2,47;0,8;2;0,034
"Phenmedipham";"30085 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,13
"Desmedipham";"30086 1";0,0102866128077459;12,5;20;157;5100;2,5;24,6;354;2,5;2000;10;1;2000;8;1;0,25;0,00021;30;0,45;0,00015;30;0,01;2e-05;3;5,2;0,00035;3;79;1;2;37,5;0,015;100;0,2;0,00015;3;1,5;0,01;0,00015;3;2,47;0,8;2;0,025
"Ethofumesat";"30086 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,151
"Phenmedipham";"30086 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,075
"Desmedipham";"30087 1";0,0102866128077459;12,5;20;157;5100;2,5;24,6;354;2,5;2000;10;1;2000;8;1;0,25;0,00021;30;0,45;0,00015;30;0,01;2e-05;3;5,2;0,00035;3;79;1;2;37,5;0,015;100;0,2;0,00015;3;1,5;0,01;0,00015;3;2,47;0,8;2;0,0156
"Ethofumesat";"30087 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,128
"Phenmedipham";"30087 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,0624
"Ethofumesat";"30088 1";0,135229241326323;12,5;20;144;5100;2,5;21,6;354;2,5;2000;10;1;2000;8;1;10,92;0,00021;30;13,52;0,00015;30;3,9;2e-05;3;52,8;0,00035;3;134;1;2;50;0,015;100;0,8;0,00015;3;20;0,32;0,00015;3;25;0,8;2;0,0507
"Metamitron";"30088 1";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,152
"Phenmedipham";"30088 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,0507
"Metamitron";"30089 2";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,7
"Metamitron";"30090 1";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,7
"Metamitron";"30091 2";0,136468450958389;12,5;20;75;5100;2,5;24,5;354;2,5;1302;10;1;1183;8;1;190;0,00021;30;5,7;0,00015;30;0,4;2e-05;3;0,4;0,00035;3;914;1;2;98,6;0,015;100;7;0,00015;3;10,5;10;0,00015;3;28;0,8;2;0,7
"MCPB";"30092 1";0,0102948337357692;12,5;20;0;5100;2,5;6,9;354;2,5;282;10;1;4300;8;1;4,3;0,00021;30;55;0,00015;30;41;2e-05;3;37;0,00035;3;252;1;2;90,9;0,015;100;40;0,00015;3;9,7;50;0,00015;3;0;0,8;2;0,4
"Acibenzolar-S-methyl";"30093 12";2,80782115010939e-06;12,5;20;117;5100;2,5;0,1345;354;2,5;2000;10;1;2000;8;1;0,4;0,00021;30;2,4;0,00015;30;0,5;2e-05;3;0;0,00035;3;500;1;2;114;0,015;100;0,026;0,00015;3;1;0,044;0,00015;3;1,34;0,8;2;5e-04
"Acibenzolar-S-methyl";"30093 2";2,80782115010939e-06;12,5;20;117;5100;2,5;0,1345;354;2,5;2000;10;1;2000;8;1;0,4;0,00021;30;2,4;0,00015;30;0,5;2e-05;3;0;0,00035;3;500;1;2;114;0,015;100;0,026;0,00015;3;1;0,044;0,00015;3;1,34;0,8;2;0,5
"Chlorfenvinphos";"30094 1";0,0600416813881284;12,5;20;250;5100;2,5;38,5;354;2,5;80;10;1;12;8;1;1,1;0,00021;30;0,00025;0,00015;30;1,36;2e-05;3;0;0,00035;3;130;1;2;0,55;0,015;100;0,03;0,00015;3;7;1e-04;0,00015;3;0;0,8;2;0,165
"Chlorfenvinphos";"30095 12";0,0600416813881284;12,5;20;250;5100;2,5;38,5;354;2,5;80;10;1;12;8;1;1,1;0,00021;30;0,00025;0,00015;30;1,36;2e-05;3;0;0,00035;3;130;1;2;0,55;0,015;100;0,03;0,00015;3;7;1e-04;0,00015;3;0;0,8;2;1e-04
"Chlorfenvinphos";"30095 2";0,0600416813881284;12,5;20;250;5100;2,5;38,5;354;2,5;80;10;1;12;8;1;1,1;0,00021;30;0,00025;0,00015;30;1,36;2e-05;3;0;0,00035;3;130;1;2;0,55;0,015;100;0,03;0,00015;3;7;1e-04;0,00015;3;0;0,8;2;0,1
"Dichlobenil";"30096 2";0,0940821334781148;12,5;20;100;5100;2,5;47,075;354;2,5;698;10;1;2000;8;1;7,2;0,00021;30;6,2;0,00015;30;111;2e-05;3;0,0279;0,00035;3;135;1;2;11;0,015;100;0,66;0,00015;3;10,5;1,2;0,00015;3;0;0,8;2;0,075
"Dicamba";"30097 1";0,00376968441871336;12,5;20;15;5100;2,5;4;354;2,5;1373;10;1;1581;8;1;100;0,00021;30;41;0,00015;30;1,8;2e-05;3;0,45;0,00035;3;1000;1;2;100;0,015;100;180;0,00015;3;40;97;0,00015;3;0;0,8;2;0,01
"MCPA";"30097 1";0,223556026400756;12,5;20;1;5100;2,5;24;354;2,5;234;10;1;962;8;1;72;0,00021;30;190;0,00015;30;79,8;2e-05;3;0,152;0,00035;3;325;1;2;200;0,015;100;15;0,00015;3;13,5;50;0,00015;3;0;0,8;2;0,09
"Sulfotep";"30098 4";0,0442894142600644;12,5;20;538,765775685413;5100;2,5;28;354;2,5;25;10;1;5;8;1;0,00361;0,00021;30;0,002;0,00015;30;7,2;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,01
"Chlorpyrifos";"30099 2";0,00644789513559044;12,5;20;1374;5100;2,5;63;354;2,5;13,3;10;1;64;8;1;0,0013;0,00021;30;1e-04;0,00015;30;0,48;2e-05;3;0;0,00035;3;129;1;2;0,1545;0,015;100;0,00014;0,00015;3;5;0,0046;0,00015;3;12,7;0,8;2;0,015
"Chlozolinat";"30100 2";0,000657818451147042;12,5;20;137,404197501252;5100;2,5;1,2;354;2,5;4500;10;1;4500;8;1;27,5;0,00021;30;1,18;0,00015;30;30;2e-05;3;0;0,00035;3;0;1;2;100;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,02
"Imazamox";"30101 1";39,2190169373923;12,5;20;0,1;5100;2,5;200,2;354;2,5;1846;10;1;5000;8;1;122;0,00021;30;100;0,00015;30;29,1;2e-05;3;0,011;0,00035;3;901;1;2;49;0,015;100;122;0,00015;3;132;137;0,00015;3;0;0,8;2;0,04
"Paclobutrazol";"30102 1";0,639174939576673;12,5;20;44;5100;2,5;116;354;2,5;2100;10;1;1336;8;1;23,6;0,00021;30;33,2;0,00015;30;7,2;2e-05;3;0,0082;0,00035;3;500;1;2;21;0,015;100;3,3;0,00015;3;164;0,32;0,00015;3;0,68;0,8;2;0,004
"Chlorpyrifos";"30103 1";0,00644789513559044;12,5;20;1374;5100;2,5;63;354;2,5;13,3;10;1;64;8;1;0,0013;0,00021;30;1e-04;0,00015;30;0,48;2e-05;3;0;0,00035;3;129;1;2;0,1545;0,015;100;0,00014;0,00015;3;5;0,0046;0,00015;3;12,7;0,8;2;0,48
"Prosulfocarb";"30104 1";0,0131148472134573;12,5;20;700;5100;2,5;12,15;354;2,5;2250;10;1;1820;8;1;0,84;0,00021;30;0,51;0,00015;30;0,049;2e-05;3;0,69;0,00035;3;71,8;1;2;91,7;0,015;100;0,31;0,00015;3;0,94;0,045;0,00015;3;0;0,8;2;0,8
"Chlorothalonil (TCPN)";"30105 1";0,01114824142295;12,5;20;100;5100;2,5;9,2;354;2,5;2000;10;1;5000;8;1;0,017;0,00021;30;0,054;0,00015;30;0,21;2e-05;3;0,29;0,00035;3;268,5;1;2;82;0,015;100;0,003;0,00015;3;1,51;0,009;0,00015;3;50;0,8;2;0,5
"Glyphosat";"30106 1";0,00535307472937412;12,5;20;0,5;5100;2,5;15;354;2,5;2250;10;1;2000;8;1;38;0,00021;30;40;0,00015;30;4,4;2e-05;3;12;0,00035;3;5600;1;2;100;0,015;100;25;0,00015;3;9,9;30;0,00015;3;28,8;0,8;2;0,306
"Metazachlor";"30107 1";0,0472777915798803;12,5;20;0;5100;2,5;9,7;354;2,5;2000;10;1;3480;8;1;8,5;0,00021;30;33;0,00015;30;0,0162;2e-05;3;0,0023;0,00035;3;500;1;2;86,1;0,015;100;2,15;0,00015;3;216;0,1;0,00015;3;0;0,8;2;0,5
"Endosulfan";"30108 1";1,45775078189469;12,5;20;2755;5100;2,5;44,5;354;2,5;111;10;1;38;8;1;0,002;0,00021;30;0,44;0,00015;30;2,15;2e-05;3;0;0,00035;3;14;1;2;7,81;0,015;100;1e-07;0,00015;3;0;0;0,00015;3;0;0,8;2;0,38
"Pyraclostrobin";"30109 1";0,00552344676233411;12,5;20;706;5100;2,5;47;354;2,5;2000;10;1;5000;8;1;0,006;0,00021;30;0,016;0,00015;30;0,843;2e-05;3;1,72;0,00035;3;567;1;2;86,55;0,015;100;0,005;0,00015;3;2;0,004;0,00015;3;0,443;0,8;2;0,25
